org_code	domain	group	genus	species
msd	Bacteria	Deltaproteobacteria	Myxococcus	Myxococcus_stipitatus
ccx	Bacteria	Deltaproteobacteria	Corallococcus	Corallococcus_coralloides
sur	Bacteria	Deltaproteobacteria	Stigmatella	Stigmatella_aurantiaca
scl	Bacteria	Deltaproteobacteria	Sorangium	Sorangium_cellulosum_So_ce_56
scu	Bacteria	Deltaproteobacteria	Sorangium	Sorangium_cellulosum_So0157-2
hoh	Bacteria	Deltaproteobacteria	Haliangium	Haliangium_ochraceum
sat	Bacteria	Deltaproteobacteria	Syntrophus	Syntrophus_aciditrophicus
dao	Bacteria	Deltaproteobacteria	Desulfobacca	Desulfobacca_acetoxidans_DSM_11109
dti	Bacteria	Deltaproteobacteria	Desulfomonile	Desulfomonile_tiedjei
sfu	Bacteria	Deltaproteobacteria	Syntrophobacter	Syntrophobacter_fumaroxidans
dbr	Bacteria	Deltaproteobacteria	Desulfarculus	Desulfarculus_baarsii
hmr	Bacteria	Deltaproteobacteria	Hippea	Hippea_maritima
rpr	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Madrid_E
rpo	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_BuV67-CWPP
rpw	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Chernikova
rpz	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Dachau
rpg	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_GvV257
rps	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Katsinyian
rpv	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_RpGvF24
rpq	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Rp22
rpl	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_Breinl
rpn	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_prowazekii_NMRC_Madrid_E
rty	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_typhi_Wilmington
rtt	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_typhi_TH1527
rtb	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_typhi_B9991CWPP
rcm	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_canadensis_McKiel
rcc	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_canadensis_CA410
rbe	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_bellii_RML369-C
rbo	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_bellii_OSU_85-389
rco	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_conorii
rfe	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_felis
rak	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_akari
rri	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Sheila_Smith
rrj	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Iowa
rra	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Arizona
rrc	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Colombia
rrh	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Hauke
rrb	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Brazil
rrn	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Hino
rrp	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rickettsii_Hlp#2
rms	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_massiliae_MTU5
rmi	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_massiliae_AZT80
rpk	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_peacockii
raf	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_africae
rhe	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_heilongjiangensis
rja	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_japonica
rsv	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_slovaca_13-B
rsw	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_slovaca_D-CWPP
rph	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_philipii
rau	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_australis
rmo	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_montanensis
rpp	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_parkeri
rre	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia_rhipicephali
ram	Bacteria	Alphaproteobacteria	Rickettsia	Candidatus_Rickettsia_amblyommii
ots	Bacteria	Alphaproteobacteria	Orientia	Orientia_tsutsugamushi_Boryong
ott	Bacteria	Alphaproteobacteria	Orientia	Orientia_tsutsugamushi_Ikeda
wol	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_wMel
wbm	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_wBm
woo	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_wOo
wri	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_sp._wRi
wpi	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_pipientis
wen	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_endosymbiont_of_Drosophila_simulans_wHa
wed	Bacteria	Alphaproteobacteria	Wolbachia	Wolbachia_endosymbiont_of_Drosophila_simulans_wNo
ama	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_marginale_St._Maries
amf	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_marginale_Florida
acn	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_centrale
aph	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_phagocytophilum_HZ
apy	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_phagocytophilum_HZ2
apd	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_phagocytophilum_Dog2
apha	Bacteria	Alphaproteobacteria	Anaplasma	Anaplasma_phagocytophilum_JM
eru	Bacteria	Alphaproteobacteria	Ehrlichia	Ehrlichia_ruminantium_Welgevonden_(South_Africa)
erw	Bacteria	Alphaproteobacteria	Ehrlichia	Ehrlichia_ruminantium_Welgevonden_(France)
erg	Bacteria	Alphaproteobacteria	Ehrlichia	Ehrlichia_ruminantium_Gardel
ecn	Bacteria	Alphaproteobacteria	Ehrlichia	Ehrlichia_canis
ech	Bacteria	Alphaproteobacteria	Ehrlichia	Ehrlichia_chaffeensis
nse	Bacteria	Alphaproteobacteria	Neorickettsia	Neorickettsia_sennetsu
nri	Bacteria	Alphaproteobacteria	Neorickettsia	Neorickettsia_risticii
mmn	Bacteria	Alphaproteobacteria	Midichloria	Candidatus_Midichloria_mitochondrii
mlo	Bacteria	Alphaproteobacteria	Mesorhizobium	Mesorhizobium_loti
mci	Bacteria	Alphaproteobacteria	Mesorhizobium	Mesorhizobium_ciceri
mop	Bacteria	Alphaproteobacteria	Mesorhizobium	Mesorhizobium_opportunistum
mam	Bacteria	Alphaproteobacteria	Mesorhizobium	Mesorhizobium_australicum
mes	Bacteria	Alphaproteobacteria	Chelativorans	Chelativorans_sp._BNC1
pla	Bacteria	Alphaproteobacteria	Parvibaculum	Parvibaculum_lavamentivorans
sme	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_1021
smk	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_AK83
smq	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_BL225C
smx	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_SM11
smi	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_Rm41
smeg	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_GR4
smel	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_meliloti_2011
smd	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_medicae
rhi	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_fredii_NGR234
sfh	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_fredii_HH103
sfd	Bacteria	Alphaproteobacteria	Sinorhizobium	Sinorhizobium_fredii_USDA_257
atu	Bacteria	Alphaproteobacteria	Agrobacterium	Agrobacterium_tumefaciens_C58
ara	Bacteria	Alphaproteobacteria	Agrobacterium	Agrobacterium_radiobacter_K84
avi	Bacteria	Alphaproteobacteria	Agrobacterium	Agrobacterium_vitis_S4
agr	Bacteria	Alphaproteobacteria	Agrobacterium	Agrobacterium_sp._H13-3
ret	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_etli_CFN_42
rec	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_etli_CIAT_652
rel	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_etli_bv._mimosae
rle	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_leguminosarum_bv._viciae_3841
rlt	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_leguminosarum_bv._trifolii_WSM2304
rlg	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_leguminosarum_bv._trifolii_WSM1325
rtr	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_tropici
rir	Bacteria	Alphaproteobacteria	Rhizobium	Rhizobium_sp._IRBG74
las	Bacteria	Alphaproteobacteria	Liberibacter	Candidatus_Liberibacter_asiaticus_psy62
laa	Bacteria	Alphaproteobacteria	Liberibacter	Candidatus_Liberibacter_asiaticus_gxpsy
lso	Bacteria	Alphaproteobacteria	Liberibacter	Candidatus_Liberibacter_solanacearum
lcc	Bacteria	Alphaproteobacteria	Liberibacter	Liberibacter_crescens
bme	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_bv._1_16M
bmi	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_ATCC_23457
bmz	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_M28
bmg	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_M5-90
bmw	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_NI
bmf	Bacteria	Alphaproteobacteria	Brucella	Brucella_melitensis_biovar_Abortus
bmb	Bacteria	Alphaproteobacteria	Brucella	Brucella_abortus_9-941
bmc	Bacteria	Alphaproteobacteria	Brucella	Brucella_abortus_S19
baa	Bacteria	Alphaproteobacteria	Brucella	Brucella_abortus_A13334
bms	Bacteria	Alphaproteobacteria	Brucella	Brucella_suis_1330
bsi	Bacteria	Alphaproteobacteria	Brucella	Brucella_suis_1330
bmt	Bacteria	Alphaproteobacteria	Brucella	Brucella_suis_ATCC_23445
bsv	Bacteria	Alphaproteobacteria	Brucella	Brucella_suis_VBI22
bov	Bacteria	Alphaproteobacteria	Brucella	Brucella_ovis
bcs	Bacteria	Alphaproteobacteria	Brucella	Brucella_canis_ATCC_23365
bsk	Bacteria	Alphaproteobacteria	Brucella	Brucella_canis_HSK_A52141
bmr	Bacteria	Alphaproteobacteria	Brucella	Brucella_microti
bpp	Bacteria	Alphaproteobacteria	Brucella	Brucella_pinnipedialis
oan	Bacteria	Alphaproteobacteria	Ochrobactrum	Ochrobactrum_anthropi
bja	Bacteria	Alphaproteobacteria	Bradyrhizobium	Bradyrhizobium_japonicum_USDA110
bju	Bacteria	Alphaproteobacteria	Bradyrhizobium	Bradyrhizobium_japonicum_USDA_6
bra	Bacteria	Alphaproteobacteria	Bradyrhizobium	Bradyrhizobium_sp._ORS_278
bbt	Bacteria	Alphaproteobacteria	Bradyrhizobium	Bradyrhizobium_sp._BTAi1
brs	Bacteria	Alphaproteobacteria	Bradyrhizobium	Bradyrhizobium_sp._S23321
rpa	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_CGA009
rpb	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_HaA2
rpc	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_BisB18
rpd	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_BisB5
rpe	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_BisA53
rpt	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_TIE-1
rpx	Bacteria	Alphaproteobacteria	Rhodopseudomonas	Rhodopseudomonas_palustris_DX-1
nwi	Bacteria	Alphaproteobacteria	Nitrobacter	Nitrobacter_winogradskyi
nha	Bacteria	Alphaproteobacteria	Nitrobacter	Nitrobacter_hamburgensis
oca	Bacteria	Alphaproteobacteria	Oligotropha	Oligotropha_carboxidovorans_OM5_(Mississippi)
ocg	Bacteria	Alphaproteobacteria	Oligotropha	Oligotropha_carboxidovorans_OM5_(Goettingen)
oco	Bacteria	Alphaproteobacteria	Oligotropha	Oligotropha_carboxidovorans_OM4
aol	Bacteria	Alphaproteobacteria	Agromonas	Agromonas_oligotrophica
bhe	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_henselae
bqu	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_quintana_Toulouse
bqr	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_quintana_RM-11
bbk	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_bacilliformis
btr	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_tribocorum
bgr	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_grahamii
bcd	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_clarridgeiae
baus	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_australis
bvn	Bacteria	Alphaproteobacteria	Bartonella	Bartonella_vinsonii
xau	Bacteria	Alphaproteobacteria	Xanthobacter	Xanthobacter_autotrophicus
azc	Bacteria	Alphaproteobacteria	Azorhizobium	Azorhizobium_caulinodans
sno	Bacteria	Alphaproteobacteria	Starkeya	Starkeya_novella
mex	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_extorquens_PA1
mea	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_extorquens_AM1
mdi	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_extorquens_DM4
mch	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_extorquens_CM4
mrd	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_radiotolerans
met	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_sp._4-46
mpo	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_populi
mno	Bacteria	Alphaproteobacteria	Methylobacterium	Methylobacterium_nodulans
bid	Bacteria	Alphaproteobacteria	Beijerinckia	Beijerinckia_indica
msl	Bacteria	Alphaproteobacteria	Methylocella	Methylocella_silvestris
hdn	Bacteria	Alphaproteobacteria	Hyphomicrobium	Hyphomicrobium_denitrificans_ATCC_51888
hdt	Bacteria	Alphaproteobacteria	Hyphomicrobium	Hyphomicrobium_denitrificans_1NES1
hmc	Bacteria	Alphaproteobacteria	Hyphomicrobium	Hyphomicrobium_sp._MC1
rva	Bacteria	Alphaproteobacteria	Rhodomicrobium	Rhodomicrobium_vannielii
phl	Bacteria	Alphaproteobacteria	Pelagibacterium	Pelagibacterium_halotolerans
msc	Bacteria	Alphaproteobacteria	Methylocystis	Methylocystis_sp._SC2
hci	Bacteria	Alphaproteobacteria	Hodgkinia	Candidatus_Hodgkinia_cicadicola
ccr	Bacteria	Alphaproteobacteria	Caulobacter	Caulobacter_crescentus_CB15
ccs	Bacteria	Alphaproteobacteria	Caulobacter	Caulobacter_crescentus_NA1000
cak	Bacteria	Alphaproteobacteria	Caulobacter	Caulobacter_sp._K31
cse	Bacteria	Alphaproteobacteria	Caulobacter	Caulobacter_segnis
pzu	Bacteria	Alphaproteobacteria	Phenylobacterium	Phenylobacterium_zucineum
bsb	Bacteria	Alphaproteobacteria	Brevundimonas	Brevundimonas_subvibrioides
aex	Bacteria	Alphaproteobacteria	Asticcacaulis	Asticcacaulis_excentricus
sil	Bacteria	Alphaproteobacteria	Ruegeria	Ruegeria_pomeroyi
sit	Bacteria	Alphaproteobacteria	Ruegeria	Ruegeria_sp._TM1040
rsp	Bacteria	Alphaproteobacteria	Rhodobacter	Rhodobacter_sphaeroides_2.4.1
rsh	Bacteria	Alphaproteobacteria	Rhodobacter	Rhodobacter_sphaeroides_ATCC_17029
rsq	Bacteria	Alphaproteobacteria	Rhodobacter	Rhodobacter_sphaeroides_ATCC_17025
rsk	Bacteria	Alphaproteobacteria	Rhodobacter	Rhodobacter_sphaeroides_KD131
rcp	Bacteria	Alphaproteobacteria	Rhodobacter	Rhodobacter_capsulatus
jan	Bacteria	Alphaproteobacteria	Jannaschia	Jannaschia_sp._CCS1
rde	Bacteria	Alphaproteobacteria	Roseobacter	Roseobacter_denitrificans
rli	Bacteria	Alphaproteobacteria	Roseobacter	Roseobacter_litoralis_Och_149
pde	Bacteria	Alphaproteobacteria	Paracoccus	Paracoccus_denitrificans
pami	Bacteria	Alphaproteobacteria	Paracoccus	Paracoccus_aminophilus
dsh	Bacteria	Alphaproteobacteria	Dinoroseobacter	Dinoroseobacter_shibae
kvu	Bacteria	Alphaproteobacteria	Ketogulonicigenium	Ketogulonicigenium_vulgare
kvl	Bacteria	Alphaproteobacteria	Ketogulonicigenium	Ketogulonigenium_vulgarum
psf	Bacteria	Alphaproteobacteria	Pseudovibrio	Pseudovibrio_sp._FO-BEG1
pga	Bacteria	Alphaproteobacteria	Phaeobacter	Phaeobacter_gallaeciensis_DSM_17395
pgl	Bacteria	Alphaproteobacteria	Phaeobacter	Phaeobacter_gallaeciensis_2.10
oat	Bacteria	Alphaproteobacteria	Octadecabacter	Octadecabacter_antarcticus
oar	Bacteria	Alphaproteobacteria	Octadecabacter	Octadecabacter_arcticus
mmr	Bacteria	Alphaproteobacteria	Maricaulis	Maricaulis_maris
hne	Bacteria	Alphaproteobacteria	Hyphomonas	Hyphomonas_neptunium
hba	Bacteria	Alphaproteobacteria	Hirschia	Hirschia_baltica
zmo	Bacteria	Alphaproteobacteria	Zymomonas	Zymomonas_mobilis_subsp._mobilis_ZM4
zmn	Bacteria	Alphaproteobacteria	Zymomonas	Zymomonas_mobilis_subsp._mobilis_NCIMB_11163
zmm	Bacteria	Alphaproteobacteria	Zymomonas	Zymomonas_mobilis_subsp._mobilis_ATCC_10988
zmb	Bacteria	Alphaproteobacteria	Zymomonas	Zymomonas_mobilis_subsp._mobilis_ATCC_29191
zmp	Bacteria	Alphaproteobacteria	Zymomonas	Zymomonas_mobilis_subsp._pomaceae_ATCC_29192
nar	Bacteria	Alphaproteobacteria	Novosphingobium	Novosphingobium_aromaticivorans
npp	Bacteria	Alphaproteobacteria	Novosphingobium	Novosphingobium_sp._PP1Y
sal	Bacteria	Alphaproteobacteria	Sphingopyxis	Sphingopyxis_alaskensis
swi	Bacteria	Alphaproteobacteria	Sphingomonas	Sphingomonas_wittichii
sphm	Bacteria	Alphaproteobacteria	Sphingomonas	Sphingomonas_sp._MM-1
sjp	Bacteria	Alphaproteobacteria	Sphingobium	Sphingobium_japonicum
sch	Bacteria	Alphaproteobacteria	Sphingobium	Sphingobium_chlorophenolicum
ssy	Bacteria	Alphaproteobacteria	Sphingobium	Sphingobium_sp._SYK-6
eli	Bacteria	Alphaproteobacteria	Erythrobacter	Erythrobacter_litoralis
gox	Bacteria	Alphaproteobacteria	Gluconobacter	Gluconobacter_oxydans_621H
goh	Bacteria	Alphaproteobacteria	Gluconobacter	Gluconobacter_oxydans_H24
gbe	Bacteria	Alphaproteobacteria	Granulobacter	Granulibacter_bethesdensis
acr	Bacteria	Alphaproteobacteria	Acidiphilium	Acidiphilium_cryptum_JF-5
amv	Bacteria	Alphaproteobacteria	Acidiphilium	Acidiphilium_multivorum
gdi	Bacteria	Alphaproteobacteria	Gluconacetobacter	Gluconacetobacter_diazotrophicus_PAl_5_(Brazil)
gdj	Bacteria	Alphaproteobacteria	Gluconacetobacter	Gluconacetobacter_diazotrophicus_PAl_5_(JGI)
gxy	Bacteria	Alphaproteobacteria	Gluconacetobacter	Gluconacetobacter_xylinus
apt	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-01
apw	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-01-42C
apf	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-03
apu	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-07
apg	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-12
apq	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-22
apx	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-26
apz	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_IFO_3283-32
apk	Bacteria	Alphaproteobacteria	Acetobacter	Acetobacter_pasteurianus_386B
rru	Bacteria	Alphaproteobacteria	Rhodospirillum	Rhodospirillum_rubrum_ATCC_11170
rrf	Bacteria	Alphaproteobacteria	Rhodospirillum	Rhodospirillum_rubrum_F11
rce	Bacteria	Alphaproteobacteria	Rhodospirillum	Rhodospirillum_centenum
rpm	Bacteria	Alphaproteobacteria	Rhodospirillum	Rhodospirillum_photometricum
mag	Bacteria	Alphaproteobacteria	Magnetospirillum	Magnetospirillum_magneticum
azl	Bacteria	Alphaproteobacteria	Azospirillum	Azospirillum_sp._B510
ali	Bacteria	Alphaproteobacteria	Azospirillum	Azospirillum_lipoferum_4B
abs	Bacteria	Alphaproteobacteria	Azospirillum	Azospirillum_brasilense
tmo	Bacteria	Alphaproteobacteria	Tistrella	Tistrella_mobilis
thal	Bacteria	Alphaproteobacteria	Endolissoclinum	Endolissoclinum_patella
pbr	Bacteria	Alphaproteobacteria	Parvularcula	Parvularcula_bermudensis
mgm	Bacteria	Alphaproteobacteria	Magnetococcus	Magnetococcus_marinus_MC-1
pgv	Bacteria	Alphaproteobacteria	Polymorphum	Polymorphum_gilvum
mai	Bacteria	Alphaproteobacteria	Micavibrio	Micavibrio_aeruginosavorus_ARL-13
man	Bacteria	Alphaproteobacteria	Micavibrio	Micavibrio_aeruginosavorus_EPB
pub	Bacteria	Alphaproteobacteria	Unclassified_Alphaproteobacteria	Candidatus_Pelagibacter_ubique
pel	Bacteria	Alphaproteobacteria	Unclassified_Alphaproteobacteria	Candidatus_Pelagibacter_sp._IMCC9063
apc	Bacteria	Alphaproteobacteria	Unclassified_Alphaproteobacteria	Alpha_proteobacterium_HIMB59
apm	Bacteria	Alphaproteobacteria	Unclassified_Alphaproteobacteria	Alpha_proteobacterium_HIMB5
apb	Bacteria	Alphaproteobacteria	Unclassified_Alphaproteobacteria	Candidatus_Puniceispirillum_marinum
bsu	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._subtilis_168
bsr	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._subtilis_RO-NN-1
bsl	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._subtilis_BSP1
bsh	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._subtilis_6051-HGW
bsy	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._subtilis_BAB-1
bss	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._spizizenii_W23
bst	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._spizizenii_TU-B-10
bso	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_subsp._natto_BEST195
bsn	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_BSn5
bsq	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_QB928
bsub	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_BEST7613
bsx	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_subtilis_XF-1
bli	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_licheniformis_ATCC_14580
bld	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_licheniformis_DSM_13_=_ATCC_14580
blh	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_licheniformis_9945A
bao	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_DSM_7
bay	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_FZB42
baq	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_CAU_B946
bya	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_YAU_B9601-Y2
bamp	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_AS43.3
baml	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5036
bama	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5033
bamn	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5113
bamb	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_subsp._plantarum_NAU-B3
baz	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_TA208
bql	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_LL3
bxh	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_XH7
bqy	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_Y2
bami	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_IT-45
bamc	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_amyloliquefaciens_CC178
bae	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_atrophaeus
bha	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_halodurans
ban	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_anthracis_Ames
bar	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_anthracis_Ames_0581
bat	Bacteria	Firmicutes_-_Bacilli	Bacillus	Bacillus_anthracis_Sterne
