PCA1	PCA2	cluster	contig
-6.61483292	-1.02166116	13	816
-1.20623343	-0.52034093	6	817
5.58542194	-2.07044066	0	818
1.66688115	-0.165992795	8	819
4.32801182	-1.13394176	0	820
6.50625558	1.88096972	9	821
7.93667857	3.68625717	9	822
5.8368381	-2.4375872	0	823
10.5728127	3.43148048	9	824
5.09511186	-1.70289362	0	825
-7.57986391	-0.105569385	13	826
3.81507905	-2.64079122	0	827
-7.2218741	0.759262746	10	828
-5.17903477	-0.0244060253	6	829
3.21845739	0.974788861	9	830
5.37575023	-1.47498051	0	831
-2.80808145	-1.43920646	13	832
-4.13746238	-1.34589168	13	833
-9.9638401	2.307647	6	834
7.35583614	2.37213748	9	835
-6.47094738	1.74583028	6	836
-4.79406296	-1.14022604	13	837
8.47575917	2.96604056	9	838
3.16558137	-0.843792701	0	839
-3.22030164	-1.51216671	13	840
5.8146888	1.99316005	9	841
-1.11449281	-1.95172848	7	842
-1.36217572	-2.48891565	7	843
8.72085476	2.81400018	9	844
9.31085197	3.69882419	9	845
6.42950553	1.51021858	9	846
4.42143717	-1.63090099	0	847
7.10456325	-2.95659872	0	848
-1.62889571	-2.78532743	7	849
6.72576467	-3.06449388	0	850
10.2566909	3.64834559	9	851
-10.368099	3.3690254	6	852
-2.23106968	-1.9966307	7	853
-1.16149599	-1.84336238	7	854
-1.60738441	-2.16353217	7	855
-0.875837561	-1.62357737	7	856
0.398875721	-1.84297928	7	857
5.40607002	-2.12850627	0	858
-7.27847118	1.31440752	6	859
0.347398524	-2.44125411	7	860
10.0745508	3.00864129	9	861
-9.03259543	2.68086336	6	862
-2.24154806	-2.24749482	7	863
5.06655955	0.870250499	9	864
5.15289646	-2.34138069	0	865
4.24944503	2.38467906	9	866
-1.82877771	-0.00406622064	12	867
-0.325445903	-1.83730241	0	868
-2.85720133	-2.19475202	7	869
7.21387154	1.76171866	9	870
10.3600144	3.13203424	9	871
-5.95980874	1.67174317	6	872
-7.76051611	1.37281211	6	873
4.46648258	-2.00578394	0	874
1.19279359	-2.16984577	0	875
12.4341222	3.73830317	9	876
-8.5985252	2.03191985	6	877
2.02071976	-2.04904785	0	878
-8.74718866	2.06510814	6	879
-10.9431166	1.76582872	1	880
4.65323111	-1.93009202	0	881
6.44567203	-2.59596978	0	882
7.92587193	3.21378527	9	883
-3.64867207	-2.03165395	13	884
-7.752064	0.699757879	10	885
3.80125877	-2.53852357	0	886
-3.82078179	-2.23361359	7	887
-5.71151647	-0.161794819	13	888
1.66472824	-2.04904804	7	889
-1.29246496	-1.06537564	7	890
-2.33398667	-2.74447272	7	891
-9.38407071	1.41985383	1	892
3.76073124	-3.18190453	0	893
-12.0053171	3.20641655	1	894
-3.65460535	-2.14424681	7	895
-4.14778885	-1.30179431	13	896
-9.39526223	3.24338053	6	897
-0.656396994	-2.05816677	7	898
-8.25109311	0.811800069	1	899
-7.19253647	2.01901638	6	900
4.91487509	-2.72132432	0	901
-2.55476482	-2.25099522	7	902
-1.10515789	-2.32069999	7	903
4.03477738	-2.47372241	0	904
9.88954603	2.58120795	9	905
-10.746593	2.06632599	1	906
3.19377379	-2.51428891	0	907
2.34520998	-2.55012635	0	908
-3.3342194	0.430865597	6	909
1.72728386	-0.366423264	4	910
-7.48109889	-0.502867305	13	911
-1.78597399	-1.35312192	7	912
-5.40982197	-0.660533619	13	913
3.3548181	-2.39003317	0	914
-6.97616099	0.894140757	10	915
5.81855219	2.36708175	9	916
12.2785409	4.4960092	9	917
-5.81764484	0.590185864	6	918
10.5698143	4.12006197	9	919
5.62887833	-1.4127601	0	920
9.65765726	3.69682401	9	921
-6.76331973	0.452449785	10	922
-10.0206543	1.69316313	10	923
6.5395801	2.24863156	9	924
-8.75634028	1.76965507	6	925
4.57023328	1.89639984	9	926
-7.25790084	-0.219161389	13	927
10.2354168	3.39383964	9	928
-10.4931764	2.46496311	6	929
-0.806354394	-1.07957681	13	930
-6.89078106	2.26263958	14	931
-8.66287281	0.239507939	13	932
5.67855572	2.55999198	9	933
-10.4156889	3.79168081	6	934
2.16525343	-1.07250459	7	935
-9.88610062	2.99391102	6	936
-10.3951137	1.71381601	1	937
-6.05032774	-1.55156601	1	938
4.64508998	-2.88742035	0	939
-11.1169562	3.12121665	6	940
-10.4227184	3.25752462	1	941
-10.3438018	3.76522174	6	942
3.65013651	-1.6601568	0	943
-10.4604609	2.11762356	10	944
-7.73682337	1.22701371	10	945
-3.01318493	-0.59272491	6	946
-5.26654565	1.58517672	6	947
-4.48370465	-2.09638955	7	948
-0.159078611	-0.96035914	7	949
-1.65261072	-1.44293373	7	950
6.40870386	1.29855349	9	951
-7.5760624	0.931255443	10	952
7.87228065	2.13455725	9	953
9.52091669	3.361237	9	954
9.35812443	2.2573737	9	955
7.2599906	2.16646122	9	956
5.14780198	2.59559707	9	957
3.00322396	-3.04782501	0	958
4.10338429	-1.86738376	0	959
4.26961085	-2.91922953	0	960
-8.12128074	0.482429063	13	961
4.33093032	-2.68091841	0	962
-1.95085262	1.8373125	6	963
-9.1742768	3.09090662	6	964
14.0151038	4.26855741	9	965
-6.99002374	1.16917011	6	966
5.81830202	-2.48309159	0	967
-8.13727324	-0.0710597764	13	968
10.704163	3.49046697	9	969
-10.9285114	3.93362911	1	970
-10.518795	2.99656187	6	971
9.52387982	3.47302985	9	972
-1.21375108	-2.1536729	7	973
-1.12333156	-2.14921543	7	974
-4.7664207	-0.611498293	13	975
2.23251905	1.10627342	9	976
6.4093211	2.97436827	9	977
-0.0734316815	-2.50061412	0	978
-2.24983122	0.432127895	6	979
-7.29626752	1.33133955	10	980
-6.86377337	0.799893454	10	981
-6.44960916	-0.733869964	13	982
-8.15271533	0.353018045	1	983
-3.75295774	0.28687579	1	984
-1.73699296	-2.43451522	7	985
-6.48514091	1.44651415	10	986
3.73205705	-2.11891491	0	987
2.16081614	-1.29821337	0	988
2.93493676	1.43071837	9	989
8.74498358	3.19202742	9	990
-0.847422842	-1.72140462	0	991
-5.75907629	-1.50048549	13	992
-7.3536244	1.27848085	6	993
10.0370069	3.01330046	9	994
-5.67417213	-0.647566583	1	995
4.43006233	-2.5583242	0	996
5.25248608	-2.68025884	0	997
5.4936195	-1.62081806	0	998
3.97205801	-2.50421809	0	999
-1.85559073	-2.02073897	0	1000
-7.07052609	1.80081055	10	1001
4.48528283	-2.40529256	0	1002
-3.65047137	-0.691033322	6	1003
-8.5294821	2.6946003	10	1004
3.80650093	-2.10543486	0	1005
6.01640757	-3.47438844	0	1006
9.7462833	2.6145506	9	1007
4.02439811	-1.96505141	0	1008
4.8346936	-3.23834162	0	1009
-1.51351225	-1.34319886	7	1010
4.53937065	1.07622828	9	1011
-3.5568434	-1.57680046	0	1012
3.97705648	-2.51432079	0	1013
-7.64559152	0.911898488	10	1014
-7.59525193	1.21342437	10	1015
-1.43889536	-2.05059215	7	1016
-9.37331052	1.65727076	10	1017
-6.53769495	1.25476733	6	1018
6.44697469	-2.03686342	0	1019
-4.57011122	-0.811016532	1	1020
2.12416059	-2.37482812	0	1021
8.53358062	3.4356861	9	1022
-1.92665365	-2.17612338	0	1023
-8.66598831	2.19045702	6	1024
3.26780493	2.37138446	9	1025
-2.82503431	-0.158078678	6	1026
-3.3447785	-0.0312391857	6	1027
-9.56579753	2.16430478	10	1028
-0.679004668	-2.28130692	7	1029
6.29482308	-2.59822828	0	1030
7.97106858	2.14682199	9	1031
-8.21456393	1.11513972	10	1032
9.19245199	3.8450741	9	1033
-2.48400778	-1.75297955	13	1034
2.79133546	-2.10850895	0	1035
-6.7243985	0.818927496	10	1036
7.14148923	-3.25199183	0	1037
6.36048815	2.48832261	9	1038
1.86918298	-2.52865395	0	1039
-9.55921778	2.9360211	6	1040
-2.47681641	-2.1320761	13	1041
4.93477899	-0.772512053	0	1042
-7.79674027	0.793658859	10	1043
7.62446704	2.29785522	9	1044
-7.69061885	0.848883161	10	1045
10.67123	2.37315121	9	1046
-7.27817664	1.07567621	10	1047
-4.41845101	0.818730037	6	1048
4.26749608	-2.68816379	0	1049
-1.48625993	-2.68374105	7	1050
-12.0928122	3.29750297	1	1051
-7.43453945	0.481679909	1	1052
-1.22385397	-1.17103896	7	1053
-7.28792524	1.05863169	10	1054
4.93751848	-2.27973906	0	1055
3.2676998	-0.767580443	0	1056
-0.452446851	0.297280975	6	1057
7.81576749	2.64120929	9	1058
-3.40877359	-2.27257704	7	1059
5.08435024	-3.29954331	0	1060
5.22121045	-1.91488849	0	1061
1.39404085	-2.60717739	0	1062
1.85977661	-2.5618072	0	1063
7.85100402	2.10178832	9	1064
12.3376214	4.46277211	9	1065
2.52693072	-1.68918614	0	1066
-8.02854414	1.27496389	6	1067
4.74842768	-2.6892418	0	1068
-7.91020877	1.71308104	10	1069
-10.5740112	2.97161401	6	1070
-7.35218669	0.822853564	10	1071
-7.34018303	0.965532943	10	1072
-6.57423162	0.497675013	10	1073
-6.86771279	0.866983521	10	1074
6.71204558	2.62908449	9	1075
-10.1133114	2.86216245	6	1076
7.79156564	-2.31575677	0	1077
-7.17488185	1.60029201	6	1078
-6.99987141	0.615166307	10	1079
-6.86946071	0.655652324	10	1080
-6.73530128	0.663366294	6	1081
-7.65041983	0.931823953	10	1082
-6.64926858	0.432480799	10	1083
-7.22964	0.825238987	10	1084
-7.00863422	0.724502965	10	1085
-10.6042934	3.63912263	1	1086
-5.90243186	-0.943643265	7	1087
-0.167991163	0.574780071	9	1088
2.857826	1.0137161	9	1089
-4.60428811	-0.158031321	13	1090
0.688952219	-1.46019339	0	1091
9.75029644	3.47960078	9	1092
4.17650804	-2.01023482	0	1093
-6.81397039	0.886416125	10	1094
-3.78902821	-1.6589537	7	1095
3.02529927	-2.26101416	0	1096
1.82119283	-3.25950332	0	1097
2.47328793	-2.17423159	0	1098
10.6826934	3.75810301	9	1099
-5.41381814	0.513820229	6	1100
6.12816587	-1.9006494	0	1101
-9.5209618	0.960265364	1	1102
6.9684924	3.10560812	9	1103
7.36367989	2.81062349	9	1104
-4.6458581	-1.04870341	13	1105
-6.53286108	2.11016799	6	1106
-7.32975706	0.289723945	1	1107
6.09765677	-2.00527947	0	1108
4.79110705	-2.36569414	0	1109
9.67682776	2.99669264	9	1110
-6.28360678	2.33967188	6	1111
-9.67899581	1.56999324	6	1112
7.14412155	1.73266562	9	1113
-9.85032909	2.24801082	6	1114
3.09289363	-0.200336293	13	1115
-5.7616223	-1.53404193	13	1116
-1.20643619	-2.05876635	13	1117
-6.12991238	0.239455814	13	1118
8.42720668	3.01748635	9	1119
-0.445681909	-1.77919584	7	1120
-7.42247499	1.12151473	10	1121
3.79636681	-2.17622972	0	1122
4.0148432	-1.9128211	0	1123
3.45776063	-2.14664953	0	1124
-6.95047201	0.870634754	1	1125
-10.9823879	2.89530782	6	1126
4.84085926	-2.48962762	0	1127
1.9655716	-2.56707283	0	1128
-0.689800187	-2.66239972	7	1129
-7.69687534	1.44485026	10	1130
-4.32862999	0.872371917	6	1131
-2.38374989	-2.73487904	7	1132
-7.00512408	0.952598335	10	1133
-6.86602825	0.436308288	6	1134
10.7807778	2.71456635	9	1135
-9.64745912	1.87582424	10	1136
6.07339223	-2.54836307	0	1137
10.0719175	3.233855	9	1138
3.41840439	-1.59178953	0	1139
-1.82590719	-2.04519905	7	1140
-6.93220528	1.55812163	10	1141
4.92214952	-2.06757585	0	1142
-7.12682376	0.70021184	13	1143
8.10015302	2.43867299	9	1144
1.77592822	-2.30811934	0	1145
8.26889543	1.86971438	9	1146
6.60090536	-2.50998696	0	1147
10.2435427	3.19524763	9	1148
-1.46291746	-1.72991072	7	1149
10.0507695	2.71318651	9	1150
-3.4960707	0.418010147	6	1151
7.0756612	2.5380968	9	1152
-7.9015234	1.57053572	10	1153
-9.69690949	2.70807792	6	1154
4.1387185	-1.91097204	0	1155
-7.50128753	1.14379496	10	1156
0.878952712	-1.89106549	0	1157
-8.80549455	0.730356926	13	1158
3.34054299	-3.59169546	0	1159
-4.6345289	1.04537883	6	1160
-6.29081551	1.53437836	6	1161
-0.706244607	-2.06071874	7	1162
-9.08733071	3.10285923	6	1163
-5.08728849	2.32533062	14	1164
-10.558297	1.11228709	1	1165
4.9161986	-2.90003724	0	1166
-1.40726119	-2.8056717	7	1167
4.46906331	1.29781677	9	1168
9.66802233	2.68014902	9	1169
-7.69223532	-0.00783550468	13	1170
4.7754201	-2.2461713	0	1171
0.763258897	-1.45846318	0	1172
9.47072133	3.00135709	9	1173
-7.70097212	1.27699725	10	1174
11.1994912	3.69198329	9	1175
5.4995427	1.72476935	9	1176
3.00976312	-2.7786125	0	1177
11.9348078	3.64684687	9	1178
-1.64777791	-1.72621761	7	1179
-6.50583827	1.95417113	1	1180
9.87277979	3.25684302	9	1181
-8.91573841	1.41017473	10	1182
-8.49686891	3.20068537	1	1183
4.12617061	-1.14805352	0	1184
8.34168822	3.32366503	9	1185
5.47679872	2.75016585	9	1186
7.64501756	3.34414676	9	1187
-8.3884067	2.81461696	6	1188
9.59686773	2.43345231	9	1189
-6.08330091	-0.897041281	13	1190
-0.834913769	-1.97248027	7	1191
-2.83008078	-2.51160171	1	1192
-7.74129392	1.40158435	10	1193
8.13622243	2.64232841	9	1194
7.50134428	3.22477319	9	1195
5.53105831	-2.40453617	0	1196
7.62801169	2.24246096	9	1197
5.11660765	-2.54965619	0	1198
-2.05056311	-1.74024198	7	1199
-7.35985805	2.09024755	10	1200
6.55232007	1.68376614	9	1201
-1.63286929	-2.40208319	7	1202
-7.95656125	1.36875145	10	1203
-2.74510159	0.584846119	6	1204
-6.10589281	0.151866973	13	1205
0.885459016	-1.75223432	13	1206
-6.99641117	-1.0282954	13	1207
-2.12368228	-2.35018649	13	1208
-4.45698194	0.658348058	6	1209
8.96280245	2.36305935	9	1210
-5.47113853	-2.20892663	1	1211
-6.79217642	-0.301117984	13	1212
-0.445510788	1.42156943	9	1213
6.53463454	-1.42055483	0	1214
-10.8229845	4.07296636	6	1215
-2.47687025	-2.7426153	7	1216
-2.06258361	-2.23622277	13	1217
-7.353555	0.380557591	13	1218
12.6808817	4.21474797	9	1219
-11.6368437	3.55027971	1	1220
-8.4848607	2.01204514	6	1221
9.68962602	2.45190103	9	1222
9.42672584	2.48023826	9	1223
6.68623129	2.27710617	9	1224
-5.96345068	0.921433641	6	1225
-8.26748609	-0.344216034	13	1226
12.8251522	3.65778981	9	1227
-6.60326045	0.814857621	10	1228
-2.23635669	-1.82444441	7	1229
-7.52107815	1.10423854	10	1230
-7.07419636	0.798036127	10	1231
3.79562768	-2.78073429	0	1232
-3.76965725	0.179293677	6	1233
12.0058406	3.36149413	9	1234
-0.829164582	-2.01247388	7	1235
1.50136277	-2.50490717	0	1236
-10.6263929	3.26424583	6	1237
-7.19438883	1.22677519	10	1238
1.67070153	-1.81137255	13	1239
2.87959363	1.07256613	9	1240
6.80696423	-2.88719121	0	1241
9.49602884	3.97668488	9	1242
9.26746918	3.75463522	9	1243
-9.77106769	2.79100707	6	1244
-5.55283267	1.16421911	10	1245
6.43175939	-1.48235626	0	1246
-7.53331898	0.76404543	10	1247
-0.219915703	-2.90094764	0	1248
10.7706483	3.33570923	9	1249
7.31647313	2.32091964	9	1250
-1.97854476	-2.08927652	7	1251
3.62942274	-1.52776068	0	1252
-6.10023314	0.70308168	10	1253
2.83184835	-2.04345356	0	1254
-7.72514087	1.20181491	6	1255
11.1905525	3.76476926	9	1256
6.68589819	-1.98590549	0	1257
5.16109419	-2.23178039	0	1258
-10.6719822	3.188157	1	1259
-4.14017921	0.521065451	6	1260
9.12368022	3.56433287	9	1261
9.96925809	3.24242445	9	1262
4.100946	-2.32813022	0	1263
8.12522142	2.80406666	9	1264
0.678820223	-1.1682117	4	1265
-6.65984376	-0.816190576	1	1266
0.858108815	-0.392431988	7	1267
-1.77994959	-2.34905767	7	1268
2.75129161	-2.96435179	0	1269
-6.08554957	1.47401599	6	1270
1.28907413	1.13417342	9	1271
-6.66103073	-0.785319306	13	1272
-2.62439471	-1.75316432	7	1273
5.29351977	-1.5822499	0	1274
3.55746591	-1.89606747	0	1275
3.51478718	-0.681150601	0	1276
0.130657503	-1.43996779	7	1277
-3.31549228	-0.196756971	6	1278
-7.66253352	1.76366692	10	1279
-7.9431614	1.65069194	6	1280
-1.95497765	-2.38007049	7	1281
-2.72341921	-2.4365478	7	1282
-9.06111079	1.42022945	10	1283
-9.77543972	1.73365888	10	1284
-1.70760892	-1.83472198	7	1285
2.42038679	-1.92007351	0	1286
-0.732913982	-2.25548174	7	1287
-8.7724319	0.744137373	1	1288
-6.14896998	0.332258707	1	1289
-1.89613226	-2.34679947	7	1290
-10.9708202	3.40773701	1	1291
0.363127402	-3.66017845	0	1292
0.721287745	-2.64948778	0	1293
6.41490724	2.65958965	9	1294
6.47619722	1.5514136	9	1295
-11.7758906	3.31241151	6	1296
-2.06853199	0.627451858	6	1297
5.22424143	-2.80382224	0	1298
6.48856715	-1.57924408	0	1299
3.04217159	-2.50897139	0	1300
1.07920687	-2.35393399	0	1301
2.09387512	-2.92766912	0	1302
8.09659617	2.93838942	9	1303
4.10050566	-2.89884021	0	1304
-12.062678	3.93561824	6	1305
2.09114953	-2.47514371	0	1306
-5.53822634	-0.97589426	13	1307
-1.12463733	-2.14327142	7	1308
3.1568422	-2.58352828	0	1309
-1.57440807	-1.92518113	13	1310
-9.97176151	3.27633544	6	1311
4.77686394	-1.49988903	0	1312
0.0690658927	-2.30479836	7	1313
3.89144745	-2.61094915	0	1314
-6.56654767	0.7905166	10	1315
-6.27382155	-0.299542925	1	1316
4.11999211	-1.83018589	0	1317
10.8998629	3.36475619	9	1318
1.51115472	-3.13385431	0	1319
-7.53105397	1.05134544	10	1320
-0.278317745	-3.62975077	0	1321
3.94709518	-1.86358484	0	1322
5.2592299	-2.70873987	0	1323
-4.62619476	-1.71660537	7	1324
8.27787133	2.6961437	9	1325
-0.457374927	-2.11125402	7	1326
5.28109208	-2.10000093	0	1327
10.1076799	2.43001067	9	1328
-8.65206943	2.49057208	6	1329
8.88131466	3.4701565	9	1330
-8.89925182	1.46759316	10	1331
4.90405159	-1.15354901	0	1332
5.87881409	-2.30438343	0	1333
-1.3471298	-2.05572269	7	1334
-9.21675727	1.73562026	10	1335
-7.74556127	1.68965289	6	1336
9.7593117	3.41966077	9	1337
-9.87453379	2.00590459	10	1338
3.71677644	-1.40179713	0	1339
1.82885911	-0.930921767	0	1340
9.67613189	3.22817819	9	1341
-0.46558511	-2.57070707	7	1342
8.84537515	2.44378544	9	1343
-6.53013155	-0.844970102	13	1344
-4.25533463	0.476382102	6	1345
13.6166095	4.05428036	9	1346
-2.10367532	-1.90406393	7	1347
0.10181553	-1.59070481	13	1348
12.1156928	3.77952447	9	1349
7.95493169	3.32531654	9	1350
-1.58033886	-2.44486842	7	1351
-5.15851946	1.0108983	6	1352
10.1698767	3.78235713	9	1353
-5.02493611	-0.172782326	13	1354
-1.00567649	-2.25790822	7	1355
9.18313824	2.93543625	9	1356
-5.97759571	-1.02878957	13	1357
10.5950157	4.30511802	9	1358
-9.83738139	3.26731762	6	1359
-2.82358145	-1.9042532	0	1360
1.27986956	-2.31181837	0	1361
8.30625899	-3.25740627	0	1362
2.60016086	-1.59878457	0	1363
8.59007646	-1.87745808	0	1364
10.3850003	3.34660705	9	1365
6.05087581	-2.35795722	0	1366
3.09588045	1.75036151	9	1367
2.2823944	-1.38349473	0	1368
3.03330528	-2.41629496	0	1369
0.540462961	0.598650083	0	1370
-3.50271213	-1.98176677	7	1371
-11.950195	4.25461256	1	1372
7.96036864	3.44750099	9	1373
2.97078199	-1.83738404	0	1374
3.39662467	0.92887248	9	1375
-1.33357729	-1.58755998	7	1376
-7.06692575	0.934483976	6	1377
3.80873037	-3.03549003	0	1378
4.35765599	-3.19067772	0	1379
7.59144646	2.53055019	9	1380
6.27735321	-1.42131517	0	1381
5.52014981	-2.70394427	0	1382
7.66841138	-1.85017755	0	1383
-0.412161017	-1.71913194	7	1384
-2.20170923	-2.25163902	7	1385
-0.603024024	-1.83022161	7	1386
-4.09280012	0.337855752	6	1387
-1.66093609	-2.33810971	7	1388
3.12912388	1.28374487	9	1389
5.36801504	-1.94433238	0	1390
-3.39442613	-1.86394136	7	1391
-5.67698035	0.68414329	6	1392
-1.26152981	-2.3157285	7	1393
-5.97759351	0.89662254	6	1394
10.7703201	3.17983891	9	1395
-6.7749835	0.248853253	13	1396
3.39026029	-1.54675791	0	1397
6.6825211	2.86764401	9	1398
-7.53389203	1.97694039	10	1399
-8.65732087	2.66218426	6	1400
-8.83733873	3.12231529	6	1401
12.2744275	3.51168305	9	1402
2.55696251	-1.68898109	0	1403
-5.5234415	0.697537301	1	1404
4.38029008	-1.2818659	0	1405
4.65668514	-1.79225308	0	1406
8.03385253	2.89019094	9	1407
-7.86993918	1.41373392	10	1408
5.56419501	-1.96679202	0	1409
-7.36694249	1.19357514	10	1410
4.0620262	-3.01266383	0	1411
-6.77972474	0.911905895	10	1412
-8.10928501	2.01532771	6	1413
3.69721689	-2.79004134	0	1414
4.51869335	-2.33192413	0	1415
4.11503707	-3.03369151	0	1416
3.08197884	-1.75994653	0	1417
6.75181483	1.70935168	9	1418
-1.29126861	-1.68866258	13	1419
2.58283328	-1.88324046	0	1420
-5.23342396	-0.977503798	13	1421
9.93761393	2.70108955	9	1422
3.73909876	-2.94340669	0	1423
9.38081994	3.33500246	9	1424
-3.87052708	-2.30986214	7	1425
-8.14384882	1.35245479	10	1426
-4.82506542	1.50870727	6	1427
9.6172885	2.7813236	9	1428
11.0472509	3.73572417	9	1429
-1.76398928	-1.46222236	7	1430
4.11937886	-2.79419877	0	1431
-8.34052505	1.42192384	6	1432
-7.47065759	0.945869763	10	1433
-7.71929235	1.90487539	6	1434
-3.58981735	-1.50339801	7	1435
-6.11981946	1.11070666	1	1436
-10.1647776	2.58793283	6	1437
-2.16302763	-0.305750562	6	1438
9.88634617	3.51195631	9	1439
7.26682206	2.61395209	9	1440
-7.04652958	1.34477954	6	1441
0.28229076	-2.48892085	7	1442
-0.71427669	-2.4710639	7	1443
4.16276905	1.0003353	9	1444
3.24100459	-3.6505844	0	1445
-5.38605068	-1.6422135	1	1446
-5.48547202	-1.32749594	13	1447
-5.54076717	-1.05965454	1	1448
2.05732502	-2.31978651	0	1449
-4.41202427	-0.579840607	1	1450
-6.62788994	1.08444684	6	1451
9.14247895	2.82084557	9	1452
2.00680586	-2.8417437	0	1453
-6.15952215	1.08859568	10	1454
-4.36420823	0.306908116	6	1455
4.78289645	-2.40896428	0	1456
6.24382188	2.60975606	9	1457
8.97945226	2.00363169	9	1458
4.74242649	-1.91565355	0	1459
-1.10003591	-2.29347052	7	1460
-7.89784597	-0.0379556965	13	1461
0.497808433	-2.24367181	7	1462
5.58340071	-2.58240953	0	1463
6.67413061	1.8208221	9	1464
-1.06761604	-2.42882395	7	1465
-4.9448169	-0.998803531	13	1466
8.74361301	2.34516447	9	1467
6.04631614	-2.12306676	0	1468
4.62248517	-1.67156569	0	1469
-2.8541654	-1.75448844	13	1470
-12.0156123	3.45537869	6	1471
4.09295752	-2.03517601	0	1472
11.7196095	3.44334582	9	1473
1.14655961	-0.957920076	7	1474
4.04835417	-1.73549415	0	1475
5.36726094	-1.83276466	0	1476
6.88071977	1.08616071	9	1477
-1.61795442	-2.62147572	7	1478
9.60543636	3.14107355	9	1479
3.71376651	-1.00886472	0	1480
5.49493454	2.13500928	9	1481
4.58403011	-1.72382869	0	1482
-1.45800347	-1.26164904	13	1483
8.17246094	3.57956656	9	1484
9.36215641	4.35983036	9	1485
6.09718865	-2.50939692	0	1486
5.12844848	-2.12097756	0	1487
-11.1952192	2.54051437	1	1488
-3.48361393	-0.459787131	7	1489
-7.09609587	0.955413541	10	1490
7.09366144	1.99377869	9	1491
-5.69328175	-0.881153851	13	1492
9.72606898	2.65884554	9	1493
-3.04695544	-1.05724008	7	1494
-6.61947002	1.10696397	10	1495
-6.33346159	0.665682466	10	1496
-10.8994457	3.07211946	6	1497
-10.2598735	2.31654664	6	1498
5.33062479	-3.09769796	0	1499
6.0674133	1.70632677	9	1500
6.43138252	1.59517625	9	1501
-4.50197125	-0.35954895	13	1502
4.90951301	-2.82576934	0	1503
2.99030961	-2.25464078	0	1504
3.23974997	0.158807732	9	1505
0.715051036	-1.87015111	7	1506
4.02204291	-2.03954314	0	1507
7.83538595	-2.77070478	0	1508
4.38927428	-0.592887288	0	1509
-2.68102873	-2.4331915	7	1510
-5.58018745	-1.24149263	13	1511
3.31449048	-2.17101814	0	1512
4.34440004	-2.80468952	0	1513
-2.89134094	-2.07245044	7	1514
-1.7800543	-2.66291451	7	1515
11.8120722	3.81356544	9	1516
5.62327327	-1.41873678	0	1517
3.00940936	-2.25864583	0	1518
6.72829007	-2.06012687	0	1519
-6.86925518	1.12844476	6	1520
7.19679188	-1.89849704	0	1521
5.18064797	-2.67551357	0	1522
-10.7199676	3.55911158	6	1523
12.1879152	3.66289825	9	1524
-8.96528689	2.43933755	6	1525
4.18398658	-2.25498911	0	1526
-2.39872844	-2.00049934	7	1527
5.40996283	-1.77576405	0	1528
-7.42085193	-0.810893635	13	1529
8.40852688	2.69960194	9	1530
-7.10393919	0.51358939	10	1531
0.46399259	-1.61714251	13	1532
3.44660105	-2.96807469	0	1533
3.96806433	-2.72281052	0	1534
-6.50629076	0.0106956234	13	1535
3.07386469	-2.82055063	0	1536
9.9326734	2.9613474	9	1537
10.6068222	3.95108761	9	1538
-6.17626246	1.4403656	10	1539
-5.73927036	0.997054505	6	1540
-8.21951426	0.378229345	1	1541
9.71064342	2.96360105	9	1542
6.63077582	1.47205193	9	1543
12.8449057	4.19295953	9	1544
-1.96626651	-2.30041531	7	1545
12.5240639	3.86539009	9	1546
9.91385609	2.90672842	9	1547
11.8292825	3.31772417	9	1548
4.35783359	-2.62795126	0	1549
5.57931029	-1.31708855	0	1550
5.57405695	-0.984441684	0	1551
3.4065156	-1.99130526	0	1552
1.83551829	-2.47278163	0	1553
9.46820439	4.17044581	9	1554
5.6456913	-2.17528958	0	1555
5.02939039	-2.41304171	0	1556
-11.258321	4.0394864	6	1557
-7.31758845	-0.375321471	13	1558
-6.63990605	1.03972943	10	1559
-7.25964036	0.928763165	6	1560
4.03141677	-2.34963596	0	1561
-8.51622188	0.0923532483	1	1562
4.76720343	-1.86415121	0	1563
-6.96009813	1.23019294	10	1564
-6.75514621	0.814938837	10	1565
7.66321484	2.92962147	9	1566
4.00271745	-2.32542696	0	1567
-9.2112823	1.81302349	1	1568
4.21653694	-1.17315921	0	1569
-7.043156	-0.0036358653	1	1570
3.03910507	-2.31965147	0	1571
-8.47157358	1.16778457	1	1572
-7.16461427	1.14922783	10	1573
-7.97497788	1.27133219	10	1574
-7.93708501	0.88237654	10	1575
9.91522211	4.07934128	9	1576
-7.58748163	1.37164173	10	1577
-1.86735848	-2.82425846	1	1578
-8.68116656	3.44752134	1	1579
10.656701	2.78089949	9	1580
-0.309471093	-1.75541141	0	1581
-7.36073615	1.00287909	10	1582
-2.82761234	-0.693239083	13	1583
6.65517888	1.35039165	9	1584
-10.5942969	2.49831241	1	1585
-2.3271506	-2.77359641	7	1586
-0.337663637	-2.12386374	7	1587
-9.43154647	3.06182532	6	1588
6.60155351	-2.3257944	0	1589
-3.21061186	-0.851828087	13	1590
7.42794042	2.32566433	9	1591
-2.98258683	-2.27672004	7	1592
-7.03035732	1.65223466	6	1593
6.0201212	-1.46530689	0	1594
-6.34771545	1.07913479	10	1595
6.58453313	-2.72519719	0	1596
10.7133965	3.37042393	9	1597
-8.81871144	1.46403617	10	1598
10.3035907	3.40985076	9	1599
-2.75744574	1.67584937	6	1600
-8.46219872	1.99388184	10	1601
6.63961311	-2.30724933	0	1602
